id,movie_name,synopsis,genre,prediction,accuracy,evaluation
8465,Duel of the Titans,Twin brothers revolt against tyranny in pre-Roman Italy and then come to a parting of the ways as they lead their people toward the founding of a new city.,action,adventure,0,
83277,The Demeter,A routine supply drop in deep space is compromised when the crew of the Cardano board The Demeter in search of answers to a catastrophic event.,thriller,scifi,0,
6181,Shades of Death,A New York City based homeless boy turns into a notorious criminal after some local gangs kill his family.,action,crime,0,
25588,The Captive,"Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she's still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance.",crime,Mystery.,0,
89111,Eyes Without a Face,"A surgeon, feeling guilty over his daughter's facial disfigurement, for which he was responsible, kidnaps young women in an attempt to fix his daughter's face. Remake of the classic 1960 horror film.",thriller,horror,0,
35374,Brillebjørn på bondegården,"Visiting grandma on her farm with lots of animals and other exciting things, but sometimes everything isn't just fun. Then it's good to use some fantasy magic. TV-series for three year old's going big time movie.",family,family,1,
51852,Drive-In Grindhouse,Grindsploitation 8: Drive-In Grindhouse part 8 of the Grindsploitation film series Faux Film trailers and shocking short horror films.,horror,horror,1,
20252,Chaand Kaa Tukdaa,"A super-rich NRI comes to India in search of a bride, only to fall in love with a village girl. But she just might be a small pawn in a bigger, deadlier conspiracy.",crime,Romance,0,
78672,Biggles: Adventures in Time,"Daring British WWI fighter pilot James ""Biggles"" Bigglesworth and 1980s low-level business executive Jim Ferguson discover that they can time travel to each other's eras. They try to stop the Germans from changing the outcome of WWI.",scifi,scifi,1,
23934,The Gendarme and the Extra-Terrestrials,"In St. Tropez, French gendarme Cruchot and his men battle petroleum-drinking, human-looking, metallic aliens.",crime,scifi,0,
18515,Xia dao lu ping,Chivalrous thief Lu Ping and detective Guo Jing catch a latent Japanese spy together.,crime,crime,1,
60681,From Tehran to Heaven,"Farhad works on some highly controversial tests. When he suddenly absconds with some results to a place named Heaven, his wife doesn't know the reason. She goes to Heaven to find Farhad - but she finds him in Hell.",mystery,Thriller,0,
26899,Kate,A jaded assassin assigned to target a yakuza clan has 24 hours to find out who poisoned her and get vengeance before she dies.,crime,action,0,
23998,Let's Go to Prison,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",crime,crime,1,
324,La battaglia del deserto,A small group of British and German soldiers is trapped in the desert and has to try to work together in order to survive back to their own lines.,action,War,0,
63346,Test Pilot,Jim is a test pilot. His wife Ann and best friend Gunner try their best to keep him sober. But the life of a test pilot is anything but safe.,romance,Action,0,
17916,Muhômatsu no isshô,A poor rickshaw driver finds himself helping a young woman and her son after the woman's husband dies suddenly.,adventure,family,0,
2865,The Days That Follow,When the world you know has died who will survive?,action,scifi,0,
80083,Age of Redemption: New Universe,"When a man has failed to save and protect his world from an ancient parasite, he leaves his home in search of a little girl in captivity who has the ability to destroy the parasite once and for all and determine the fate of the multiverse.",scifi,scifi,1,
59669,Demonstone,Two U.S. Marine investigators looking into a series of grisly murders in Manila discover that the crimes are tied to an amulet with a 400-year-old curse on it that has unleashed supernatural forces which can possess people.,mystery,horror,0,
16854,Payal Ki Jhankar,"A jungle beauty, conniving employees, mother's pressure to get married and memory loss complicate a wealthy male's life.",adventure,Romance.,0,
89764,Tanatopraxia,The rape of a woman in circumstances not clarified will be a trending topic in social networks.,thriller,crime,0,
77362,Attack the Block 2,Sequel of 'Attack the Block'.,scifi,action,0,
88807,Dark Curtains,"Gwennan has always been unique. Her parents call it angst. She's an outcast. Friendless until Kyle who sees her. To the police, community and her therapist she is disturbed. Evil as seen through the eyes of a 16 year old girl.",thriller,Horror,0,
55798,The Enemy and the Victim,"A happily married couple, trying to advance their careers, is divided by an unexpected visitor who brings chaos and death.",mystery,Thriller,0,
22589,Sonny,"An honorably discharged soldier returns home to New Orleans, hoping to break away from his upbringing as a trained prostitute, but his brothel-madam mother has other expectations.",crime,crime,1,
8851,Repeat Offenders: Jamais Vu,"Alexander (Taimak) leads a team of martial arts experts to save a beautiful, kidnapped queen. As things start to go wrong, they could get trapped in a Hell they never imagined.",action,action,1,
60033,"I Am Sartana, Your Angel of Death","Sartana is falsely accused of robbing a bank, and must find the culprits to clear his name.",mystery,crime,0,
10318,The Rack Pack,"A group of military brats play out their adventures in the woods. They find a map to a buried treasure that thieves are after. But when one of their fathers is kidnapped, they must embark on a rescue mission as ""The Rack Pack"".",adventure,adventure,1,
60009,The Shadow Behind You,"When the hurricane shuts down the ferry, a film team gets stuck in an isolated island hospital, known for a silent psychological war between the inmates and the staff.",mystery,horror,0,
14047,The Field,Action-packed female protagonist undisclosed storyline.,adventure,Action.,0,
81490,Adrushyam Odia Thriller,"Adrushyam is an odia-language thriller film directed by Rajendra Mohanta. It is produced by Samaresh Routray, Sambeet Acharya and Durga Kinkar Dash under the banners S3 Movies, DKF and Labanya Pictures.",thriller,Thriller,1,
15910,V82 - Revenge of the Nitros!,A group of friends got into a big trouble and they will try to do anything to get away with it.,adventure,crime,0,
87488,Sleeper,A young father has to fight the monster inside himself before he can protect his family from becoming prey to an ancient killer.,thriller,horror,0,
18828,Palmetto,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.,crime,crime,1,
84429,Blood Red,"Following an Electromagnetic Pulse war, that has left America ravaged and lawless, a grieving mother teams up with a jaded bounty hunter to bring the thieving and murderous Llewelyn Gang to justice after the death of her son.",thriller,action,0,
81479,The Best Man,"Mercenaries seize control of a remote resort hotel during a wedding and it's up to the best man, the groom and their drunken best friend to stop the terrorists and save the hostages.",thriller,action,0,
486,The Driver,A boxer-turned-getaway driver must act quickly when his partner is killed in a heist that's gone awry and he's left with a bag full of cash.,action,crime,0,
58259,The Whole Truth,"A movie executive is framed for the murder of his beautiful promiscuous leading lady by her jealous, estranged husband.",mystery,crime,0,
55867,Dark River,"Following the death of her father, Alice (Ruth Wilson) returns to her home village for the first time in 15 years, to claim the tenancy to the family farm she believes is rightfully hers.",mystery,drama,0,
62764,Afterschool,An Internet-addicted prep-school student captures on video camera the drug overdose of two girls.,mystery,crime,0,
64562,Maa Abbayi,Young man loses his mother father and sister in a terrorist blast at the local temple. His story is one of revenge.,romance,crime,0,
25696,Two for Danger,"""Two for Danger"" is a 1940 British crime film directed by George King and starring Barry K. Barnes, Greta Gynt, Ian McLean, and Gordon McLeod.",crime,crime,1,
83185,Pink String and Sealing Wax,"A drunken, abusive tavern-keeper's adulterous wife uses the backward son of a rigid, puritanical pharmacist who makes his entire family miserable.",thriller,drama,0,
37556,Shark in Venice,"Traveling to Venice to investigate his father's mysterious death, famous archaeologist and diver David (Stephen Baldwin) unearths a killer secret that lies beneath the Venetian waters.",fantasy,mystery,0,
86055,El Viejo,"Two brothers can no longer afford to keep their father in an institution, they take him to their old family home to settled back in. But old habits die hard, and the former torturer can't help but act according to his nature.",thriller,horror,0,
12767,Presentimientos,A long journey through the fears and hopes of a newbie mother since a terrible and unexpected event that will help her deepen and face their darkest secrets.,adventure,horror,0,
20061,The Preppie Connection,A student at a private school uses his connections to establish a drug trafficking network there.,crime,crime,1,
35318,Hannah's Dream,"The true story of a gifted Christian woman who escapes persecution in Pakistan and after receiving a prophetic dream of a deadly attack on a church there, learns to use her spiritual gifts to save lives.",family,drama,0,
56764,In,An enthusiastic and diligent journalist follows a set of serial murders that rocks her city. She tries to solve the crime not knowing that the murderer could be very close to home.,mystery,crime,0,
86021,Safe Distance,What started out as a friendly ride to the airport turns deadly for a young woman who must outwit her murderous driver to survive the night.,thriller,thriller,1,
28868,Teen Titans GO! To the Movies,A villain's maniacal plan for world domination sidetracks five teenage superheroes who dream of Hollywood stardom.,family,action,0,
42127,Titanius,"Dillion Godwin is a 17 year old who works night shifts for a convenience store. He is picked up by a mysterious man and they trek through multiple dimensions, attempting to defeat a universal threat.",fantasy,scifi,0,
25879,The Blonde Bandit,"Newly arrived in a Western city, Kansan Gloria Dell waits at the train station to meet Larry Goodrich, the fiance' she has corresponded with, but never met. When he doesn't arrive, Mrs. ...                See full synopsis »",crime,romance,0,
19729,That Darn Cat,"A maid is kidnapped and scratches a message onto D.C. the cat's collar and when his owner Patti discovers this, she plays amateur detective with the help of D.C. to try to find the culprits.",crime,family,0,
42077,Black Butler,"After her supposed death, a young woman returns as the son of her noble family to precede the family's prestigious company, with a demon at her side to avenge her parent's murder.",fantasy,fantasy,1,
72021,Prometheus Trap,The military space cruiser Venom investigates a derelict freighter ship that is carrying a weapon that will change the course of man's destiny.,scifi,scifi,1,
73738,Wonderful Days,2142: Pollution and climate change wiped out most of Earth's population. Ecoban city is built to withstand this. Suppression results in revolt. A childhood couple find each other as adults on opposing sides.,scifi,scifi,1,
38224,The Veil of Twilight,"The investigation of a mysterious serial-killer in a mountain village, set in Norway in the mid 1300s.",fantasy,mystery,0,
80802,Supersonic Man,"The superhero Kronos, from a distant galaxy, tangles with the mad scientist Dr. Gulik over the fate of mankind.",scifi,scifi,1,
46151,Last Breath,"A husband and wife, whose marriage is built on shifting sand, find themselves imprisoned by a sadistic killer - forced to make choices that will ultimately determine their family's survival or demise.",horror,thriller,0,
29137,A Boy Named Charlie Brown,Charlie Brown makes his way to the national spelling bee finals.,family,family,1,
47528,Curse of Aurore,A thumb drive from the dark web reveals disturbing footage documenting three American filmmakers on a script writing trip to rural Quebec.,horror,horror,1,
31463,FlyGirl,A 16-year-old learns to fly an airplane the hard way and becomes Captain of her life.,family,adventure,0,
19418,Untitled Cuban Mafia Project,Two brothers fight each other for control of 1950s Cuba as a lurking guerrilla army closes in on Havana.,crime,crime,1,
17211,We All Fall Down,"Todd, a haunted young man, runs from the past as he struggles to protect the innocence of Benny, his mute younger brother, in a post apocalyptic world where all the adults have turned into Zombies.",adventure,horror,0,
70592,The Tall Guy,"A nasty comedian's assistant has allergy induced sneezes, giving problems at work, et cetera. He accepts weekly injections after seeing the cute nurse. After a dozen injections, he finally asks her out.",romance,Romance,1,
72906,The Shiftling,A parasitic creature able to inhabit and manipulate people hunts the last person on Earth who knows of the creature's existence.,scifi,horror,0,
36125,Heavy Metal,A series of animated shorts inspired by the 1981 cult-favorite film.,fantasy,animation,0,
25030,Pile ou face,"For inspector Baroni,Monsieur Morlaix is the main suspect who might have killed his wife.",crime,crime,1,
712,Aaru,"Aaru, henchmen of Nathan who seeks revenge when Nathan betrayed him by killing his friends for personal profit.",action,crime,0,
70687,Iman Alone,Dahari treated Fariman's youngest son with suspicion that Fariman was not his real son but that his wife had an affair with a corporate member.,romance,drama,0,
51036,Deprivation,"Three friends film themselves attempting to stay awake in a cabin for an entire week straight. As they expectedly begin to hallucinate, they realize that their ""hallucinations"" are showing up on camera.",horror,Horror,1,
64107,The Meddler,An aging widow from New York City follows her daughter to Los Angeles in hopes of starting a new life after her husband passes away.,romance,romance,1,
41642,The Secret Art of Human Flight,"In the wake of a tragedy, a grieving widower turns to a mysterious self help book from the dark web written by an eccentric guru, which promises to unlock the power to fly.",fantasy,fantasy,1,
39471,"Philipp, der Kleine",A little boy wishes to be taller in order to be noticed by the others. Then he comes across a magical flute.,fantasy,fantasy,1,
76602,Time Rewind,A man must unravel the mystery of his own past to find his way back to 1989 and save his trapped teenage daughter from a bullying accident that is destined to claim her life.,scifi,Mystery.,0,
61665,XxxHolic,"Watanuki has a special ability to see ayakashi. One day, he is led by a butterfly to a mysterious store. There, he meets the owner of the store Yuuko. She tells him that she will grant him a wish for his most precious thing.",mystery,Fantasy.,0,
67721,Heartbreak Hotel,"Heartbreak Hotel follows a night of 6 strangers who get trapped in a bar, the series of events that occur, and the range of emotions they experience.",romance,drama,0,
59735,Wake Up,"A psychological thriller about two girls. Aubrey, whose life and mind is falling apart and Rachel, whose life seems to skip like a CD player. As the two clash and begin to intertwine they learn each other's fate is in the other's hand.",mystery,Thriller,0,
25544,Mists of Crime,Hector Flector fights his way through through the mists of crime to solve a double murder.,crime,crime,1,
57709,From the Hip,"Robin, one year out of law school with one trial, gets set up with an unwinnable murder case for having forced his law firm to make him partner with unethical behavior, tarnishing the firm.",mystery,crime,0,
56185,Darker Than Night,"Four beautiful women move to an old house, inherited by the aunt of one of them, and witness strange things.",mystery,horror,0,
57352,Bubblegum,A true-blue whodunnit.,mystery,Mystery.,0,
55419,Footprints on the Moon,A woman is tormented by strange dreams of astronauts on the moon. She visits a deserted seaside town whose inhabitants know her although she does not know them.,mystery,Mystery.,0,
26791,Footsteps in the Fog,"In early 1900s England, a maid tries to blackmail her master into romancing her when she discovers he murdered his wife.",crime,crime,1,
79973,Legal ThreaT,An unassuming addict inherits nocuous information that threatens to overthrow the powerful corporation that he now works for as an entry-level AI engineer.,scifi,Thriller,0,
72897,Cutie Honey,"The adventure of Cutie Honey, a super heroine who can transform into anything using her necklace to switch on and say ""Honey Flash!"".",scifi,adventure,0,
20257,Help,An idealistic is enlisted by a government force to aid in the escalating war against blood minerals at the border area between two nations,crime,action,0,
55098,The Imitator,A lonely man becomes a psychotic killer by imitating famous killers from the past.,mystery,crime,0,
88486,Maarey kadhaley maarchey kadhaney,"""Maarey kadhaley maarchey kadhaney- is a comedy thriller with a social message. It follows with the journey of three friends who are stuck in a criminal case",thriller,Thriller,1,
74225,Ci ling,"A notorious international crime group chases after a young chivalrous man, his mentor's daughter, and a famous archaeologist, who possess a map leading to ancient treasure.",scifi,adventure,0,
42690,The Steam Engines of Oz,"A century after the Wicked Witch, the Emerald City is at the mercy of a once-revered hero, and salvation comes from the wrench of young Victoria Wright. Rediscover old friends and meet new heroes in this new tale set in the Land of Oz.",fantasy,fantasy,1,
37056,Present for You,There is always love somewhere in you.,fantasy,romance,0,
33723,The PianoTuner of EarthQuakes,Dark fairy-tale about a demonic doctor who abducts a beautiful opera singer with designs on transforming her into a mechanical nightingale.,family,Fantasy.,0,
81804,Varg Veum - Falne engler,"Murder and trouble hit Veum when he meets up with classmates in the rock-band Camp, when he resumes contact with a former flame Rebecca, now the wife of his buddy. A Varg Veum mystery by best-selling crime novelist Gunnar Staalesen.",thriller,crime,0,
65825,The Strange Love of Martha Ivers,"A man is reunited with his childhood friend and her husband, who believe he knows the truth about the death of her rich aunt years earlier.",romance,Mystery.,0,
1461,OSS 117 prend des vacances,"OSS 177 goes on holiday to Brazil, but is called into action when he finds himself being stalked by a double.",action,action,1,
45022,Zombie Dollz,"A group of friends are walled up in they're own house during a zombie apocalypse. Low on weaponry, the team must bond together, and escape the house for any help they can get.",horror,horror,1,
52939,I Shall Never Return,"A surreal adaptation of Moby Dick. Lake, obsessed with finding the ultimate truth, is led down a path into the horrifying depths of his own subconscious.",horror,horror,1,
28594,SpaceCamp,The young attendees of a space camp find themselves in space for real when their shuttle is accidentally launched into orbit.,family,adventure,0,
5143,Risque,007 is assigned to track and find out who killed Dimitri and CIA Agent Jennie Weldon. Q helps Bond with the location and the name of the man that killed them.,action,crime,0,
65947,Who's That Girl?,Romantic comedy about the complexities of interracial dating between a Chinese man and American woman,romance,Romance,1,
7814,Romeo Must Die,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,action,crime,0,
10954,Tarzan's Jungle Rebellion,This jungle adventure is comprised of two episodes from the 1966-69 TV show.,adventure,adventure,1,
44557,Champions of the Deep,A brother and sister learn to use their martial arts to protect the ocean they love.,fantasy,action,0,
64485,Oh Manapenne,A wannabe businesswoman and a happy-go-lucky guy meet each other during an arranged marriage blind date but eventually team up to start a food truck on their own.,romance,romance,1,
52722,Winter of '83,"An analog horror about the investigation of people disappearing in Fawn Circle, Minnesota in January of 1983.",horror,horror,1,
9217,Barnaby,"While 18th century London becomes embroiled in the religious fight between Protestants and Catholics, a violent and mysterious stranger attaches himself to a feeble-minded boy and his poor, distressed mother.",adventure,mystery,0,
23397,Rules of a Law,"After returning home from prison, a man reunites with his old heist team to pull off a job they had planned years before, meanwhile they have to avoid drug dealers, cops and corrupt lawmen.",crime,crime,1,
4099,Shaqiu chong bao,"The film tells the story of a near future in which the earth is irreversibly sandy, as human emissions and rubbish exceed its carrying capacity.",action,scifi,0,
55163,A Guilty Conscience,"After his negligence causes an innocent woman to go to jail, a lawyer and his colleagues work to clear her name.",mystery,crime,0,
71349,Ritsa,"Ritsa follows the story line of three different characters in different time lines, each within their own separate path. Driven by love, they make decisions that disturb their lives. Will love put their lives right back on track?",romance,romance,1,
4934,Vanmam,"Friends Radha and Chelladurai lead a carefree life. When Radha accidentally kills Chelladurai's brother-in-law, it turns them bitter foes, and a cunning man uses their enmity to his benefits.",action,crime,0,
2420,Yuki MR,Yuki MR is an upbeat mix of bullet-hell in Mixed Reality. Take your favorite toy in your hand to defeat evil creatures in a multidimensional universe.,action,scifi,0,
50690,Find Me,"Before boxes are unpacked in their new home, newlyweds Tim and Emily, find themselves playing a very creepy game of hide and seek with a vengeful spirit.",horror,horror,1,
80028,The Sender,"A disturbed telepathic man is unable to fully control his ability to transmit his dreams and visions into the minds of the people around him, or even influence reality. A female therapist tries to help him, but his mother gets in the way.",scifi,Horror.,0,
6338,Warriors: The Black Panther,"Black Cougar is a mercenary who is being paid a huge sum of money by an unknown person to recover a top secret file. Realising the enormity and complexity of the task, he looks for a group of experts to help him out.",action,action,1,
18446,Ashes,"Two estranged sisters travel through rural Texas to spread their father's remains, but afflicted by childhoods plagued from domestic violence, their journey toward acceptance and forgiveness is threatened by the kindness of a stranger",crime,drama,0,
47658,Dance with a Vampyre,A lonely stripper. A lonely vampire. 1 night that will change them forever.,horror,horror,1,
29350,Savage Sam,"Travis, Arliss, and Lisbeth are captured by Apaches while Old Yeller's son, Sam, tracks their trail.",family,adventure,0,
4013,Macross FB 7: Ore no Uta o Kike!,"Macross Frontier characters receive vintage VHS tapes delivered by a strange bird with the original Macross 7 episodes and watch them together, discovering the story behind the Sound Force and Nekki Basara.",action,scifi,0,
31470,Code M,A young woman searches for the lost sword of D'Artagnan after her grandfather has an accident.,family,adventure,0,
36351,Raphael,A top ranking ark angel gets assigned to a human that has a major task to accomplish on earth.,fantasy,Fantasy.,0,
169,Moe Berg: The Quiet Hero,"Moe Berg, a lawyer, a linguist, a baseball player, a spy.",action,spy,0,
74790,Andromeda Wars,"When the leader of a small rebel faction get arrested (and then rescued) by his own people, it will create a war in the galaxy that nobody was expecting",scifi,scifi,1,
40539,Jagadeka Veeruni Katha,The story of a young prince named Prathap who dreams of marrying a Devakanya.,fantasy,romance,0,
86951,Iskra,Petar is a retired detective and all he has left is his daughter Iskra. His pensioner's days are interrupted when Iskra disappears. The pursuit to find Iskra begins and the investigation takes Petar back to his past..,thriller,Mystery,0,
10165,Road Trip to Lourdes,"When unworldly Leopold hears that his father will soon die, he has to leave his safe life and go on a road trip to Lourdes, to ask for a miracle. When he meets Lola, everything becomes even more complicated.",adventure,romance,0,
77353,Lonely in the Shadows,What if the Old Gods did exist and they decide to wake up? (T.V. Pilot for Series Celestial Moon),scifi,fantasy,0,
88280,The Whisperer in Darkness,"When strange things begin turning up in local waters after a major flood, Professor Wilmarth becomes the key player in uncovering the truth about the bizarre sightings.",thriller,horror,0,
62064,La Flor,"A film in six episodes, connected by the same four actresses, full of various subplots that play with narrative and different cinematic genres , everything structured in an unusual way.",mystery,Drama,0,
31737,Tag til Rønneby Kro,A resolute intervention by Mortensen and Jensen prevents a larger drama in the small provincial village of Rønneby.,family,crime,0,
80674,04-27,An alien life form is on vacation inside a human body and wants to stay human without leaving planet earth.,scifi,scifi,1,
44597,Dragon Ball Z: The Movie,A compilation of Dragon Ball Z Movies 10 and 11 and released theatrically in the Philippines.,fantasy,scifi,0,
12329,He quan,Ah Lang (Bruce Leung Siu-Lung) is the brawn before brains type. His dad (Ku Feng) prefers a quiet life. Ah Lang's attitude costs his dad and friend their lives. Ah Lang must find a patient teacher who'll train him so he can exact revenge.,adventure,action,0,
85901,Penny Man,Could a delusional schizophrenic be the only hope to save a world destined for doom? Take a journey through time to discover just how deranged the human mind truly is.,thriller,horror,0,
82024,Shame,"Freud's essay on anxiety, guilt, and shame, perfectly fits on this middle class Indian housewife, who's guilt when turns into shame, creates a monster which is uncontrollable .",thriller,horror,0,
87059,1974,"The story of Ronald DeFeo, whose mass murder spree in 1974 spawned the legend of the Amityville haunted house.",thriller,horror,0,
14743,Khyber Patrol,British officers battle bandits and guerrillas in India.,adventure,action,0,
37582,Children Who Chase Lost Voices,"A coming of age story involving young love and a mysterious music, coming from a crystal radio left as a memento by an absent father, that leads a young heroine deep into a hidden world.",fantasy,Fantasy,1,
80443,The Ghost Lights,A journalist returns home after the death of her father and discovers a cassette tape describing mysterious lights appearing in the skies of West Texas. She sets out on a cross-state road trip to discover the truth.,scifi,mystery,0,
30904,Bedknobs and Broomsticks,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",family,fantasy,0,
82108,Alice,"Alice, a fiery FBI agent, must journey into Wonderland to rescue two kidnapped girls from the infamous King of Hearts.",thriller,fantasy,0,
52218,Race with the Devil,"When the Devil comes to collect the soul of a local farmer, the town's badass steps in and challenges him to a drag race.",horror,action,0,
85620,Un sentimiento honesto en el calabozo del olvido,A biologist with a particular interest in arachnids gets involved in some unfinished business left behind by her dead mother. This leads her to face unbelievable circumstances that center around the banana mafia.,thriller,Fantasy,0,
9492,Fear PHarm 2,"Melanie has just gained consciousness to discover that she is being held hostage by the Walker family so they can harvest her special skin in order to create a breakthrough skin care cream, and bloom the business; also she's not alone..",adventure,Horror,0,
12303,Ivan Vasilyevich Changes His Profession,"An ordinary Soviet building manager, living in the 20th century, looks like Tsar of All Rus' - Ivan IV the Terrible (1530 - 1584). He'd never known this, until his neighbor created a time machine.",adventure,scifi,0,
62042,Paraíso robado,The four children of a married couple come up with a plan to prevent their father from leaving with another woman.,mystery,romance,0,
42696,The Luck of the Irish,"Following American reporter Stephen Fitzgerald from Ireland to New York, a grateful leprechaun acts as the newsman's servant and conscience.",fantasy,family,0,
76895,The Green Oak Project,"The Green Oak Project is the 1st British superhero series of it's kind. It's a cross between Misfits meets Avengers. Characters ranging from human born superheroes, aliens and agents to name but a few.",scifi,scifi,1,
66531,Why Rock the Boat?,A young naive reporter romances a female reporter who is quietly organizing a journalist union and joins her cause.,romance,Romance.,0,
34823,My Wife & I,"Facing divorce, a married couple tries to give it one last shot - and find their bodies swapped. Will the magical (or cursed) switch bring them out of their slump?",family,comedy,0,
38430,Brigadoon,"Two Americans on a hunting trip in Scotland become lost. They encounter a small village, not on the map, called Brigadoon, in which people harbor a mysterious secret, and behave as if they were still living two hundred years in the past.",fantasy,Fantasy,1,
88568,Maggie,A grieving mother with nothing left to lose tries to track down the person responsible for selling her daughter the drugs that killed her.,thriller,crime,0,
5210,Aggi Veerudu,The adventurous journey of the prince Yashodhavardhana to save Padmavathi from a wicked wizard and also to bring back his father's vision.,action,adventure,0,
72872,The Extraordinary Adventures of Saturnino Farandola,"Episode 2: ""Zingo and the White Elephant"" Zingo and his wife, Sari, who are returning from their adventures in Mexico, when Zingo learns from his newspaper that the Royal Elephant of Siam ...                See full synopsis »",scifi,adventure,0,
52086,Frozen Sasquatch,Scientists investigate mysterious disappearances at a research base where it has been reported a savage creature was spotted.,horror,horror,1,
70951,Top End Wedding,"Lauren and Ned are engaged, they are in love, and they have just ten days to find Lauren's mother who has gone AWOL somewhere in the remote far north of Australia, reunite her parents and pull off their dream wedding.",romance,romance,1,
63883,The Ghost Breakers,"A radio broadcaster, his quaking manservant and an heiress investigate the mystery of a haunted castle in Cuba.",romance,mystery,0,
65477,The Face Behind the Mask,A disfigured watch-maker with a grudge against society embarks on a life of crime.,romance,crime,0,
89923,The Most Dangerous Game,"A father and son are shipwrecked on a remote island where they are caught up in a trophy hunt held by its mysterious owner, a merciless man who uses the land as an elite hunting preserve for stalking the most dangerous game of all: human.",thriller,thriller,1,
69813,With You,"Gaby is a neurotic single mother who is living a content yet incomplete life. Sean is a hectic single dad known to lose himself to his work. It's difficult enough for them to get together, but the real test is how they stay together.",romance,romance,1,
85287,The Laws of the Border,Introverted Gerona student Nacho meets two delinquents from the city's Chinatown and gets caught up in a summer onslaught of burglaries and hold ups that will change his life.,thriller,crime,0,
38755,Cuchulainn,"Cuchulainn, the greatest hero in Irish mythology, powerful enough to face the mighty Thor - journeys from boy to warrior - fear to courage. ©",fantasy,adventure,0,
61754,Inquest,"Margaret Hamilton (Elizabeth Allan) faces trial by Coroner's Court, an archaic British institution where justice can't be guaranteed.",mystery,crime,0,
45902,The Curse of Frankenstein,"While awaiting execution for murder, Baron Victor Frankenstein tells the story of a creature he built and brought to life - only for it to behave not as he intended.",horror,horror,1,
18080,Kamandag ng droga,"An all-too-real film on the country's current war on drugs, the film tackles the angle of the family members and community of addicts and pushers.",crime,crime,1,
64796,The Red Angel,"During the Sino-Japanese War, a young army nurse gives sympathy to her patients and falls in love with an impotent doctor who's addicted to morphine.",romance,Romance,1,
50114,The Last Resort,"A Bachelorette weekend goes awry when the girls are robbed, stranded, and forced to take shelter in a deserted Mexican resort that is haunted by the unspeakable atrocities of past.",horror,horror,1,
7422,Proxima,An astronaut prepares for a one-year mission aboard the International Space Station.,action,scifi,0,
52641,Devil's App,A sinister App pays its users for violent acts with irrevocable consequences.,horror,Thriller,0,
13996,Pilgrim's Progress the Journey Begins,"A life changing journey of a meek man, leaving his family in the City of Destruction, Graceless must make it to the Celestial City.",adventure,adventure,1,
37045,The Forest of Darkness,"Two young knights in love with a princess are forced to prove who is the most deserving of her love by daring to enter the forest of darkness and slay a dragon that has captured her parents, the king and the queen.",fantasy,fantasy,1,
19595,The Return of the Jonsson League,"Criminal trio strike at furniture store, discover a secret network for shipping computers to the Soviet Union.",crime,crime,1,
30593,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,family,fantasy,0,
34810,Kdyz má svátek Dominika,"Eight-year old Dominique has a name-day. Her parents have a gift for her, but only give it to her in the evening, when everybody has come home from work. Then she darts out, where her girlfriends are already waiting for her.",family,family,1,
4298,Never Look Back,"After losing his father and uncle in plane crashes, Sean decides to fulfill his uncle's dream of extracting jade from the mountains. With a custom made plane, Sean sets out for his impossible quest.",action,adventure,0,
13883,Tarzan's New York Adventure,Tarzan and Jane go to New York to rescue Boy after he is kidnapped into a circus.,adventure,adventure,1,
41851,Here... Or There?,"It's not a story of a man or his daily life, but it is about how he dreams his day, without leaving his deckchair, waiting for his wife to have a breakfast together.",fantasy,romance,0,
82337,Regression,"A brutal murder from a past life haunts a young, suicidal women.",thriller,Mystery.,0,
9284,Dreams of Allon,"They have dreams too. Try to understand. They are not like you but that is not really any threat to you. If you lived in space the situation would change you. Perhaps then, it would make sense.",adventure,scifi,0,
23317,Perdedores Natos,"Juan is a loser. He lives in a rented house without money nor a job...till he finds Antonio, an old friend who has become in a drug dealer. Taking part in a fiddle, Juan will steal a suitcase for Antonio, and his life will suffer a twist.",crime,crime,1,
49701,The Gravedancers,"After a night of drunken exploits, Allison, Harris, and Kira are chased and terrorized by the ghosts of a child pyromaniac, an ax murderer, and a rapist.",horror,horror,1,
57535,The Mesmerist,"""The Mesmerist"" is a twisted black comedy about a doctor who convinces a dying man's family to allow him to put the man in a trance and what happens when he descends into the after-world",mystery,horror,0,
84512,Night Class,"When Jake, a security guard in a small hotel, inadvertently helps out a beautiful burglar, he becomes a primary suspect and is quickly fired. Jake decides to track down the burglar himself and retrieve the stolen property.",thriller,crime,0,
67700,Mersea,"Meredith, a mythical siren, was condemned to live in a rapidly aging body after breaking the rules of the ocean by saving a drowning child. When the boy returns 15 years later, the two are irresistibly drawn into a dangerous relationship.",romance,romance,1,
78379,Phoenix,Plot undisclosed. Described as an action-thriller with sci-fi elements.,scifi,Scifi,1,
